sample,voltage
17874,-1.0398119230920269
17875,-1.03477256235626
17876,-1.0034527097839874
17877,-0.9584265692839508
17878,-0.935144524273839
17879,-0.9967505489465047
17880,-0.977618318898323
17881,-0.9231718303486652
17882,-0.9043726889856802
17883,-0.923215869505931
17884,-0.8115621876641005
17885,-0.8074862991979184
17886,-0.780250362546773
17887,-0.7577575118051352
17888,-0.6795730792993012
17889,-0.6722431186459846
17890,-0.6162689639015609
17891,-0.5722664298125806
17892,-0.5147362696449818
17893,-0.4431780506090859
17894,-0.352068024254805
17895,-0.2731899475060266
17896,-0.2386707895643367
17897,-0.14058656208132986
17898,-0.1262748686024092
17899,-0.08195419533274326
17900,-0.032438331192045096
17901,0.026445133578412022
17902,0.14216221893430347
17903,0.1391871617391504
17904,0.26889039751282834
17905,0.3257001947033461
17906,0.3262853046991121
17907,0.4597409402302816
17908,0.4801010056136467
17909,0.5552194834723911
17910,0.6340425119421333
17911,0.6257984456140983
17912,0.7069478877806729
17913,0.6794766979722282
17914,0.8022403211894648
17915,0.7820272590767796
17916,0.8680530278473958
17917,0.8487932899527971
17918,0.9477940484432529
17919,0.9585867122649723
17920,0.9421950596364826
17921,0.9702008051675818
17922,0.9804150272542003
17923,1.019834067389861
17924,0.9531181799714731
17925,1.0380194774588718
17926,0.9980870748921964
17927,1.0333419435171272
17928,0.9813203427292928
17929,1.0086169614287035
17930,0.9973330114338992
17931,0.9412947100370438
17932,0.8583211832061528
17933,0.8735148019931379
17934,0.8401595198605709
17935,0.8343776229315664
17936,0.7971283181496127
17937,0.6816027596729768
17938,0.6548770363727348
17939,0.6747912999600859
17940,0.5801379015492976
17941,0.5649382745369701
17942,0.46463738124298654
17943,0.39531227725236684
17944,0.41167031071204485
17945,0.29910783507494076
17946,0.20665252262172665
17947,0.20297935914984577
17948,0.11923782545883493
17949,0.02317234352318387
17950,0.04950952277616094
17951,-0.028307439924930573
17952,-0.12637686329099265
17953,-0.144143992388842
17954,-0.29052672112371314
17955,-0.3031370878261247
17956,-0.3789811404650626
17957,-0.3888727255721427
17958,-0.5249933255333047
17959,-0.5514384564315084
17960,-0.5411291718914205
17961,-0.5986542251781528
17962,-0.7320934789292789
17963,-0.7500220586690793
17964,-0.7454763179300249
17965,-0.7884121469490528
17966,-0.8259824427204566
17967,-0.8749235559423659
17968,-0.9369750756704828
17969,-0.9415853725460267
17970,-0.986806849467769
17971,-0.988598147997634
17972,-0.9988959946804689
17973,-0.9516354625071587
17974,-0.9647499312579706
17975,-1.0055301002810082
17976,-1.0013247186257375
17977,-0.9850752964068253
17978,-0.985224707371814
17979,-0.9501400607672569
17980,-0.9392005374640521
17981,-0.9285544855074762
17982,-0.8721054905539879
17983,-0.828077037812181
17984,-0.8350455908684989
17985,-0.8121015700362998
17986,-0.7612858427976718
17987,-0.7489207984640569
17988,-0.6766661403525475
17989,-0.6109687187248433
17990,-0.6241298552518583
17991,-0.5832510496215854
17992,-0.47761258331857126
17993,-0.45744512561551864
17994,-0.39840967509045805
17995,-0.33825076895802314
17996,-0.27953147164740727
17997,-0.15842925490425855
17998,-0.1424614454590325
17999,-0.09771126507758499
18000,-0.04703919972536729
18001,0.0376584705807326
18002,0.15236457374367463
18003,0.1498856100831278
18004,0.19933002481921802
18005,0.3302668705689601
18006,0.35528924818386853
18007,0.3903244743346305
18008,0.48239104946820033
18009,0.5091413642314784
18010,0.5904327590549932
18011,0.6106042946046509
18012,0.66129791241427
18013,0.7757219159877327
18014,0.7633267904008231
18015,0.8344900582123493
18016,0.8195255269155385
18017,0.833513480278252
18018,0.855185233055932
18019,0.9443977686264644
18020,0.9492922562926003
18021,0.9275166535003608
18022,1.0060864044148292
18023,0.9697072247533204
18024,1.01296571565403
18025,0.9895453779280244
18026,0.985319481245976
18027,1.0380196637880639
18028,0.9327711908859473
18029,0.9537442141395756
18030,0.9013644664422746
18031,0.89424735760023
18032,0.8841013238107428
18033,0.9257645176059318
18034,0.8554480697602733
18035,0.7850707025934086
18036,0.76718183444218
18037,0.6908004745409866
18038,0.6414146134748594
18039,0.6430670420459536
18040,0.5852065238823356
18041,0.5096916609543914
18042,0.47936127859649746
18043,0.449559477659205
18044,0.383502412390478
18045,0.25932591420298073
18046,0.24038441757169657
18047,0.16978397116883676
18048,0.1269832595047688
18049,0.04542307601831378
18050,-0.034043497860206356
18051,-0.0739042653860556
18052,-0.07761207639247769
18053,-0.20756237594228208
18054,-0.2868815069665918
18055,-0.2918076730051717
18056,-0.41673362216178567
18057,-0.41708981255704625
18058,-0.46025634075721217
18059,-0.5389088975637546
18060,-0.5881969685349546
18061,-0.6491157356733769
18062,-0.7013980135410887
18063,-0.7230392491921029
18064,-0.8061631425695479
18065,-0.786379662567829
18066,-0.8012080408600978
18067,-0.8614134555731002
18068,-0.9018789692612685
18069,-0.9009598084987851
18070,-0.999103006173622
18071,-0.9411409059372468
18072,-0.9424495009570114
18073,-0.9826812916900776
18074,-0.9867037387728445
18075,-0.9727973151726478
18076,-0.9664672259583081
18077,-0.9839851889555589
18078,-0.9449213717000239
18079,-0.973271725764836
18080,-0.9859215843581779
18081,-0.910217744355829
18082,-0.9430762494033753
18083,-0.9177392347883088
18084,-0.8526866993676214
18085,-0.7855447741177711
18086,-0.7489659812808079
18087,-0.7683102662989152
18088,-0.6539014157744492
18089,-0.596384658057572
18090,-0.5998640278464717
18091,-0.49170991119229956
18092,-0.4814983515631267
18093,-0.4315339695047218
18094,-0.3305914439769996
18095,-0.29834779600656225
18096,-0.2915328879011152
18097,-0.22010473407078238
18098,-0.16241462665778383
18099,-0.03737359892104593
18100,0.04274656732218233
18101,0.0353931007953822
18102,0.11705979902877131
18103,0.18456104616216343
18104,0.21188084419545677
18105,0.34707372610760545
18106,0.3468781072705762
18107,0.38417780461946593
18108,0.448686647901693
18109,0.5130238047408843
18110,0.5926010651769966
18111,0.5957409786203826
18112,0.6582168165959053
18113,0.7506140278424326
18114,0.7523145318903938
18115,0.800169843724273
18116,0.8342557965309163
18117,0.8859505793842211
18118,0.8998643528462068
18119,0.8889378036413907
18120,0.9155069556339542
18121,0.9541232322604398
18122,1.007195313662759
18123,1.026191943323735
18124,1.0046070262353874
18125,0.9683248768458834
18126,0.9793685965906048
18127,1.0148771941826038
18128,0.9764099850107844
18129,0.9460439655718462
18130,0.9848303183908987
18131,0.9398932275696852
18132,0.9546149707991757
18133,0.9115108461515158
18134,0.8601472915614622
18135,0.8243905510993467
18136,0.8007110796581659
18137,0.6950133849784672
18138,0.6714482341734016
18139,0.6731797707424073
18140,0.5689474187581776
18141,0.5622751965618711
18142,0.4485746311393395
18143,0.4674293031491605
18144,0.3638280777553744
18145,0.2625218632462019
18146,0.21591594425807004
18147,0.18335894145493062
18148,0.11161033542064266
18149,0.02751087956235801
18150,0.018074881588315873
18151,-0.0411780611025008
18152,-0.16590965471989744
18153,-0.14998708930527854
18154,-0.26416752391511833
18155,-0.2873888227621151
18156,-0.3545768151314733
18157,-0.39582028483791987
18158,-0.5114068998121685
18159,-0.5654033214610288
18160,-0.6344568691591921
18161,-0.6804214956309355
18162,-0.708247915811197
18163,-0.7654977104361137
18164,-0.7692621172271306
18165,-0.8160944934704931
18166,-0.8663355577455284
18167,-0.8398775499102455
18168,-0.856710061667675
18169,-0.8876095334833114
18170,-0.9780289473955048
18171,-1.0170654048913577
18172,-0.9376915248335269
18173,-0.9552113786364319
18174,-1.0377190246389414
18175,-1.0262139026677328
18176,-1.0158093339375702
18177,-0.962959647067205
18178,-0.9329890535691308
18179,-0.9654886135739399
18180,-0.9370873736720959
18181,-0.9263848615555846
18182,-0.926834161679624
18183,-0.874473151500398
18184,-0.8840475099648476
18185,-0.7794690559854601
18186,-0.794728589128124
18187,-0.7247994786492123
18188,-0.6498391934964708
18189,-0.636100560638147
18190,-0.5434119593057563
18191,-0.5467713486921804
18192,-0.5302336205081151
18193,-0.45944180374692467
18194,-0.3192011839790039
18195,-0.31100882547849823
18196,-0.22836212193461386
18197,-0.19727454945343453
18198,-0.09911639607859946
18199,-0.02677146219406855
18200,0.02613147358980762
18201,0.01621401115846917
18202,0.10298343377689602
18203,0.19079581210360902
18204,0.2733707820044837
18205,0.2837764568882426
18206,0.3931531929557776
18207,0.469609095118955
18208,0.45908810868956207
18209,0.5774195118166063
18210,0.609068260975846
18211,0.6725691499592004
18212,0.7247661994931179
18213,0.7546590446142023
18214,0.8000504665543746
18215,0.8154666000076126
18216,0.8519523929448459
18217,0.9249153523381736
18218,0.9396911360668027
18219,0.9227592153847578
18220,0.9522906263068885
18221,0.9856212716133378
18222,0.9898013618138346
18223,1.018045409446015
18224,1.038238342872253
18225,1.0400017405700597
18226,1.0334423166185849
18227,0.9429666760578461
18228,0.9644244372915259
18229,0.9406370990437855
18230,0.9704007301370551
18231,0.8989232847174506
18232,0.9361831920818602
18233,0.8802943695475992
18234,0.8805473535330596
18235,0.8237248571926303
18236,0.7679174227756991
18237,0.7755472149239925
18238,0.6908469925002896
18239,0.6031835758525198
18240,0.5634666771886914
18241,0.49856151958140954
18242,0.529689996000848
18243,0.3823199869720878
18244,0.36151498742092764
18245,0.34535476220612316
18246,0.22332425858708949
18247,0.21205498894155908
18248,0.09248137188162943
18249,0.02982085321664564
18250,-0.01846751739930068
18251,-0.08944252464978382
18252,-0.13060174218441203
18253,-0.19780229962019014
18254,-0.21481483209735436
18255,-0.2728274741928698
18256,-0.3243231973537015
18257,-0.3762861790505698
18258,-0.48535887836942737
18259,-0.5111649006662475
18260,-0.5564362608254995
18261,-0.6413360925517598
18262,-0.6371015837766791
18263,-0.7504247253176646
18264,-0.7424531095472744
18265,-0.8156909220393274
18266,-0.8566818322899469
18267,-0.8270504331227324
18268,-0.9102406044941583
18269,-0.9246077458759436
18270,-0.9065209553684632
18271,-0.9321074966059474
18272,-0.9951391790589141
18273,-1.0207314596752433
18274,-0.9903267287144778
18275,-1.0269696212858732
18276,-0.987967432496048
18277,-0.9743866910343941
18278,-1.0060507209006588
18279,-0.9579541515630868
18280,-0.9599848811880612
18281,-0.9032189774338358
18282,-0.899495278378762
18283,-0.902260749873541
18284,-0.8378068694025768
18285,-0.8054741537186975
18286,-0.7869546370511233
18287,-0.7452030724171844
18288,-0.7199565725989372
18289,-0.6315344214893142
18290,-0.6091323861809502
18291,-0.5080766468666628
18292,-0.46471317255533995
18293,-0.39620361566998985
18294,-0.3577344181203413
18295,-0.3017722187747124
18296,-0.26208436718193595
18297,-0.17428530579692325
18298,-0.07641612201942044
18299,-0.06197010166229349
18300,-0.028646994756986236
18301,0.045726326527403535
18302,0.13561053001572088
18303,0.1781921721032699
18304,0.2233539700644032
18305,0.29516134031884267
18306,0.3446008901942627
18307,0.4331313070383183
18308,0.4648337953768228
18309,0.5730916619638411
18310,0.609668920965816
18311,0.6297256861509067
18312,0.7215365083639671
18313,0.7770168668510223
18314,0.7671980274597925
18315,0.7915437710831246
18316,0.8430622752726878
18317,0.9036149465011927
18318,0.8872656749692117
18319,0.8803107324753108
18320,0.9431089758230952
18321,0.9514340607413169
18322,0.9571106644752465
18323,1.0178106819899826
18324,1.0336881829697284
18325,1.0150422631702347
18326,0.9828659208085055
18327,0.9494150665607781
18328,1.027656315110674
18329,0.9533931520356315
18330,0.9782234938403046
18331,0.8949166259287636
18332,0.9038038391294924
18333,0.8579741980553793
18334,0.8531652452716837
18335,0.7748568868647489
18336,0.7629781675518328
18337,0.7388613160432396
18338,0.6532267545924227
18339,0.6491978002980501
18340,0.5918504097437335
18341,0.5519278222209321
18342,0.481873257581966
18343,0.42344839448982124
18344,0.39918198783273134
18345,0.2927660198649582
18346,0.28967469728998974
18347,0.15658551445134664
18348,0.11871290792156418
18349,0.05165102933261859
18350,0.046385819129736945
18351,-0.07814620778116022
18352,-0.173614431039956
18353,-0.19285754573426533
18354,-0.2519816656890841
18355,-0.35266502376858305
18356,-0.3939728836453662
18357,-0.40817456624436504
18358,-0.5136752303742572
18359,-0.5323279261356747
18360,-0.607927007046076
18361,-0.6297481776137757
18362,-0.7320145534297261
18363,-0.7366979785224482
18364,-0.7848205154743817
18365,-0.788996349094079
18366,-0.857689043695434
18367,-0.8539139933458727
18368,-0.8766006862704817
18369,-0.9124371589429919
18370,-0.9475940016092439
18371,-0.9401557441476873
18372,-0.9640946945618697
18373,-1.0276721977787546
18374,-0.9710178552699738
18375,-0.9794373506855314
18376,-1.0280420146608296
18377,-0.9423539391685848
18378,-1.0128520534897774
18379,-0.9616843710213995
18380,-0.959074332074231
18381,-0.9639130966779869
18382,-0.8888903439662286
18383,-0.9251651246163058
18384,-0.8036762441296976
18385,-0.8157043166548974
18386,-0.8097155849715946
18387,-0.7455583753806415
18388,-0.656568187075586
18389,-0.6839196256033281
18390,-0.5718513083715662
18391,-0.500639158081922
18392,-0.484695347547091
18393,-0.46223453281396737
18394,-0.3190921490031152
18395,-0.2712744131132039
18396,-0.24614473703773718
18397,-0.14573445463569357
18398,-0.13683641136364688
18399,-0.08425998353590777
18400,0.016812805450074006
18401,0.10175207665304259
18402,0.11132890393270119
18403,0.20085785280484078
18404,0.2175121452566261
18405,0.2846066294419886
18406,0.3210838369248379
18407,0.38513666416521397
18408,0.4678409066590631
18409,0.4868016860317882
18410,0.5537253017185934
18411,0.685563385019808
18412,0.7155790177634082
18413,0.7219037639650295
18414,0.723124002667789
18415,0.841262619342982
18416,0.8087546944170787
18417,0.8614489813480033
18418,0.9078458924185187
18419,0.9652764714642295
18420,0.9452173898658184
18421,0.9810979039345586
18422,1.025283042225538
18423,0.9495567230513582
18424,1.021232786785355
18425,1.001328092663243
18426,1.0330759319830953
18427,1.026027165350635
18428,0.9399272572256635
18429,0.9267187836486789
18430,0.9770227786713859
18431,0.9361576413745929
18432,0.9153023737618147
18433,0.8330105989244658
18434,0.868777309964037
18435,0.7767713310012232
18436,0.7861585196225301
18437,0.6842009220765908
18438,0.6649450096073781
18439,0.6090394180257063
18440,0.605330337675647
18441,0.49808302956430683
18442,0.5287311109884156
18443,0.45376772725048725
18444,0.407027539635888
18445,0.3587628943148885
18446,0.2578280272261439
18447,0.1655613026433853
18448,0.1707506277695181
18449,0.07370453522673079
18450,0.010856372116487382
18451,-0.10687405400164936
18452,-0.14217553541293781
18453,-0.21887097052136942
18454,-0.2733596806906508
18455,-0.3263873735586633
18456,-0.41669379608606716
18457,-0.3966072169961886
18458,-0.5109850751923738
18459,-0.5074715791474343
18460,-0.5844390226088254
18461,-0.6592924151437779
18462,-0.6640362972447864
18463,-0.7172439771675341
18464,-0.7342576322473677
18465,-0.8174415419618112
18466,-0.8889122765468697
18467,-0.8850449254448893
18468,-0.8949212662952863
18469,-0.9497512156809916
18470,-0.9484705011461373
18471,-0.9567623101344017
18472,-0.938163586293975
18473,-0.9577986262330017
18474,-1.0207038982284282
18475,-1.024080988156777
18476,-1.0220300000111773
18477,-1.0316470754161458
18478,-0.9402061611621348
18479,-0.9360923245759956
18480,-0.9863998686152634
18481,-0.9480724704411355
18482,-0.918337020264824
18483,-0.8731032776492965
18484,-0.8866524002390666
18485,-0.857628770799752
18486,-0.746584305807814
18487,-0.7559463894588571
18488,-0.6807501144189647
18489,-0.6591273094591151
18490,-0.5494935573452575
18491,-0.5427086432176986
18492,-0.4464982307793381
18493,-0.4419698143983631
18494,-0.34489231740034465
18495,-0.34157275646427854
18496,-0.25178987910234174
18497,-0.14880858523976903
18498,-0.14090894162689485
18499,-0.02090970010635103
18500,-0.01189799181731736
18501,0.0365192801259937
18502,0.14922591113283837
18503,0.19634633068761698
18504,0.2854349338471796
18505,0.3001269685743738
18506,0.3187829149042863
18507,0.47498164367955364
18508,0.4877656216533323
18509,0.5085991872912008
18510,0.5521305694473122
18511,0.6137924508653984
18512,0.7235540704662096
18513,0.7247031479898286
18514,0.8154398260130591
18515,0.8141732547485104
18516,0.8858295986782956
18517,0.8959633608756039
18518,0.9454670783753374
18519,0.9398771105860565
18520,0.9729829800858001
18521,0.9968367951809083
18522,1.0206230653036537
18523,1.0410207051516005
18524,0.9572147149707954
18525,0.964054917016773
18526,0.9846826131294614
18527,0.9674348903610053
18528,1.0032563442470726
18529,0.9366027384716393
18530,0.9388020463094954
18531,0.9257298675569859
18532,0.9300286081444703
18533,0.9122336528566751
18534,0.8806854284898944
18535,0.8550854522211075
18536,0.7487970887681125
18537,0.6799301000994695
18538,0.7318000345689931
18539,0.6646645566371562
18540,0.613474316049938
18541,0.5020704154217167
18542,0.4700209561255287
18543,0.465778346089557
18544,0.38315114154187474
18545,0.29261398072816164
18546,0.21043014768429197
18547,0.20006332072078958
18548,0.1098821341468818
18549,0.10629348899782856
18550,0.010462647520747019
18551,-0.0738815199882013
18552,-0.1544969708222261
18553,-0.14985982279707546
18554,-0.23538239871536848
18555,-0.3588620629742466
18556,-0.37752998227930706
18557,-0.4334898687318384
18558,-0.45533585461381476
18559,-0.5107737798551841
18560,-0.6318725883018889
18561,-0.6865073048967612
18562,-0.702763405890913
18563,-0.6879918768159249
18564,-0.7292932005389604
18565,-0.8386618396436094
18566,-0.8298496913939544
18567,-0.8490935504376694
18568,-0.9007734848016001
18569,-0.9241851480161725
18570,-0.9844309121090509
18571,-0.9920305217296934
18572,-1.0004577178410996
18573,-0.9929809320644215
18574,-1.0184236531290671
18575,-1.0015372013535335
18576,-1.0462631250817869
18577,-1.0021153871081205
18578,-1.0296319697552119
18579,-0.9216561666442059
18580,-0.9853067823148445
18581,-0.9284627308690113
18582,-0.9449926508564048
18583,-0.8263899006163441
18584,-0.831716736663544
18585,-0.8462930562347846
18586,-0.7899724933659246
18587,-0.7447749346487369
18588,-0.648527567434488
18589,-0.5904622219659403
18590,-0.5673084279178261
18591,-0.4978260397033533
18592,-0.4757321507150618
18593,-0.4693174711286606
18594,-0.40649822943779923
18595,-0.3343687957861355
18596,-0.26766998128617675
18597,-0.2115034284185568
18598,-0.10226226822532239
18599,-0.09067991207870393
18600,-0.002315142531403762
18601,0.06573524942048728
18602,0.08555934027299376
18603,0.14301491735580363
18604,0.2048484765133857
18605,0.278319028881992
18606,0.3314515303464416
18607,0.41083228946964906
18608,0.5244777547011316
18609,0.5495027444776766
18610,0.567388224471712
18611,0.6317877268726382
18612,0.636992600910771
18613,0.7752147042109234
18614,0.788994668891549
18615,0.7609500798021585
18616,0.8783625866189159
18617,0.9254040097442313
18618,0.9110496295728551
18619,0.8848850933109542
18620,0.9192491226423687
18621,0.9892680818389209
18622,0.9746715718068968
18623,1.0269083946949686
18624,0.9646345508798756
18625,0.981878412481865
18626,1.0075305265721215
18627,0.9778068929245318
18628,1.0078598742593081
18629,0.9617833242252963
18630,0.9163083733180065
18631,0.9306385103147833
18632,0.9270710030106825
18633,0.8508869246505019
18634,0.813324284876647
18635,0.8163564059915177
18636,0.7705654641720627
18637,0.7708765383897064
18638,0.6441121585868822
18639,0.6263858305420349
18640,0.5441842570874885
18641,0.5585343318376251
18642,0.5016631374241368
18643,0.4373751300258304
18644,0.3505971467836519
18645,0.35727440637510927
18646,0.28059507792838984
18647,0.14710397373498632
18648,0.1032651949598362
18649,0.06661143082594986
18650,0.02611960362586126
18651,-0.07837195355632422
18652,-0.1555011896886767
18653,-0.22636588664703267
18654,-0.29502213716791187
18655,-0.3479166327659732
18656,-0.3702518135132972
18657,-0.4540700754942837
18658,-0.47050902690216667
18659,-0.5692008042381669
18660,-0.5679665983909487
18661,-0.6631353015676301
18662,-0.6396076167851487
18663,-0.7782483379546572
18664,-0.7228725929143236
18665,-0.774785207275056
18666,-0.8916500216096486
18667,-0.8776477480793383
18668,-0.9390701508061687
18669,-0.9685613350477611
18670,-0.9258057314942589
18671,-0.9789495029483111
18672,-0.9969538592599599
18673,-1.0079965788620924
18674,-1.0302387875137506
18675,-0.971220181978244
18676,-0.9639363204151735
18677,-0.9786090179877613
18678,-0.9910658176487925
18679,-0.9629032450506796
18680,-0.9189219191781548
18681,-0.9273697537057044
18682,-0.9519880345732674
18683,-0.8528856539220162
18684,-0.8905168544594783
18685,-0.8461959781300709
18686,-0.7554543225153634
18687,-0.7284009921764253
18688,-0.723017425332776
18689,-0.6553105797995693
18690,-0.5546056591772746
18691,-0.5485530246651584
18692,-0.49655623677705746
18693,-0.3997252276903879
18694,-0.3585406275234765
18695,-0.28053442844188436
18696,-0.22317491620551683
18697,-0.1795723395603186
18698,-0.12818303429582398
18699,-0.024248328802994122
18700,0.0015813213900576723
18701,0.029456545755728196
18702,0.12251956620386875
18703,0.22143894694444785
18704,0.2805277825286932
18705,0.2875868375678296
18706,0.34638031676574643
18707,0.4378848198218982
18708,0.5011437814632308
18709,0.5529889729425738
18710,0.5860311743502644
18711,0.634937749549541
18712,0.7138930538343979
18713,0.7276135522728134
18714,0.7384146549968917
18715,0.7645844517350662
18716,0.862717254235917
18717,0.8905978527026541
18718,0.9189023762733128
18719,0.9441596179496683
18720,0.918828069306978
18721,0.9408134041598263
18722,0.944775637786238
18723,1.0228762974269858
18724,0.9717605320129123
18725,0.957626136892598
18726,0.9604729779319741
18727,1.0272389600338547
18728,1.030822815838207
18729,0.9320400540687466
18730,0.9437138554835016
18731,0.9768415565362818
18732,0.9001857759040746
18733,0.8908265873899259
18734,0.8194916327926692
18735,0.7818908774891847
18736,0.7257105038465358
18737,0.684771995415211
18738,0.659539095516806
18739,0.6739821890768999
18740,0.6350351889614164
18741,0.5170640651423277
18742,0.5215244302502289
18743,0.42453204480072726
18744,0.40871834860747974
18745,0.2824304784244368
18746,0.21427705048217885
18747,0.13849205405816783
18748,0.07677729353197946
18749,0.03882676842450457
18750,0.003313608231911941
18751,-0.06628988968314256
18752,-0.11338968208877735
18753,-0.21544555391052272
18754,-0.24833679016294025
18755,-0.3533862512347994
18756,-0.32799706545177065
18757,-0.37613227664529825
18758,-0.4534465761403158
18759,-0.4933897523093523
18760,-0.5424331834526968
18761,-0.6350416839944992
18762,-0.6417949577100565
18763,-0.778248561234779
18764,-0.7750183568432116
18765,-0.7829060958062968
18766,-0.8159392875201715
18767,-0.8805004094033589
18768,-0.91379014954426
18769,-0.9735939883766481
18770,-0.9532118115172009
18771,-0.9707395660386727
18772,-0.964181123322501
18773,-0.9481808419111161
18774,-1.0127829058686904
18775,-1.0272029285938669
18776,-0.9999270824187599
18777,-1.0375649201441528
18778,-1.020404037541598
18779,-0.9325542891673702
18780,-0.9748107803727073
18781,-0.9366965143872223
18782,-0.8949280935465446
18783,-0.8922692917605828
18784,-0.8248509778805078
18785,-0.7630721080434886
18786,-0.7808973043125774
18787,-0.703809014981708
18788,-0.659672195765858
18789,-0.6103564678164995
18790,-0.5724877688006972
18791,-0.5152356370566011
18792,-0.4420222730832668
18793,-0.42065268011545326
18794,-0.3944531781827006
18795,-0.3263457657197809
18796,-0.2489924421659274
18797,-0.16159792628644984
18798,-0.07858879011797493
18799,-0.0691103491355657
18800,0.005687871838924791
18801,0.08514299274990286
18802,0.16641013319243855
18803,0.19184391004853818
18804,0.28384794873602426
18805,0.2883994224694339
18806,0.3575804048492181
18807,0.39385955681089285
18808,0.5118639899915539
18809,0.4908618169494202
18810,0.5436705650315705
18811,0.6453421221466814
18812,0.7292297743314587
18813,0.738879493689879
18814,0.7537137075022101
18815,0.8368627102174634
18816,0.8431829457959773
18817,0.8843655269295402
18818,0.8888963694661276
18819,0.955956315246264
18820,0.9221616350307456
18821,0.9617341255435766
18822,1.0231229688735664
18823,0.9469831966588307
18824,0.9760678180231964
18825,1.0079488579534797
18826,1.0130145077965624
18827,1.0037070169935332
18828,1.0094544828193308
18829,1.011111471305616
18830,0.9940046463113484
18831,0.9100152036209234
18832,0.9044109289137502
18833,0.8790786360192631
18834,0.8242113307136242
18835,0.7919129343055418
18836,0.7721778411734962
18837,0.7628629653761138
18838,0.6988216272685133
18839,0.6148618381489862
18840,0.6189479545620854
